pair_id,driver_id,customer_id,evidence_type,observed_value,expected_value,threshold,score_contribution,data_quality_level,description
fd5e71ebfd20eeea||8372331b69d2452e,fd5e71ebfd20eeea,8372331b69d2452e,KB-C_EXTREME_VOLUME,20.0,,cohort_trip_threshold,47.88,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
93acaef9b4738727||cd2e395f8ada8c8f,93acaef9b4738727,cd2e395f8ada8c8f,KB-C_EXTREME_VOLUME,15.0,,cohort_trip_threshold,40.13,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
650e55d8a93e7afa||d6f9e28555ec2d87,650e55d8a93e7afa,d6f9e28555ec2d87,KB-C_EXTREME_VOLUME,15.0,,cohort_trip_threshold,60.67,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
878e399bfbc7e273||1d915b18ebb03e36,878e399bfbc7e273,1d915b18ebb03e36,KB-C_EXTREME_VOLUME,28.0,,cohort_trip_threshold,35.88,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
ac7d5f324aa6a2ec||2669dea7e86fae0c,ac7d5f324aa6a2ec,2669dea7e86fae0c,KB-C_EXTREME_VOLUME,11.0,,cohort_trip_threshold,38.97,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
1c448d3ad0b14068||b6195ced5a22d256,1c448d3ad0b14068,b6195ced5a22d256,KB-C_EXTREME_VOLUME,20.0,,cohort_trip_threshold,43.81,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
39c3d1b7ec0213f5||500cc52ce1c8bed5,39c3d1b7ec0213f5,500cc52ce1c8bed5,KB-C_EXTREME_VOLUME,31.0,,cohort_trip_threshold,44.82,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
dd9402e53f9c96fa||f62ed22af24413ef,dd9402e53f9c96fa,f62ed22af24413ef,KB-C_EXTREME_VOLUME,18.0,,cohort_trip_threshold,45.31,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
d429b6761fabccc8||8f8892e8ce3dc549,d429b6761fabccc8,8f8892e8ce3dc549,KB-C_EXTREME_VOLUME,32.0,,cohort_trip_threshold,51.36,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
0539a81b56b7960e||7db6a84fcac2a668,0539a81b56b7960e,7db6a84fcac2a668,KB-C_EXTREME_VOLUME,17.0,,cohort_trip_threshold,45.84,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
7368f6eefb12faad||ba685fe0f52f6d50,7368f6eefb12faad,ba685fe0f52f6d50,KB-C_EXTREME_VOLUME,19.0,,cohort_trip_threshold,43.18,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
76f43dc04198e3a6||bd69da6bbb89cb4c,76f43dc04198e3a6,bd69da6bbb89cb4c,KB-C_EXTREME_VOLUME,26.0,,cohort_trip_threshold,49.17,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
c32a443c0ff7531a||86db076eb345568d,c32a443c0ff7531a,86db076eb345568d,KB-C_EXTREME_VOLUME,17.0,,cohort_trip_threshold,41.29,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
0a977205db9cf63c||6110f5c1481e2a84,0a977205db9cf63c,6110f5c1481e2a84,KB-C_EXTREME_VOLUME,24.0,,cohort_trip_threshold,40.01,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
3fad1a6dd7d74a77||725053c8c2febdda,3fad1a6dd7d74a77,725053c8c2febdda,KB-C_EXTREME_VOLUME,18.0,,cohort_trip_threshold,48.28,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
d0cbd5169a6537fb||96d32eba1a11ea52,d0cbd5169a6537fb,96d32eba1a11ea52,KB-C_EXTREME_VOLUME,20.0,,cohort_trip_threshold,50.93,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
8b3acdfd3a10bde9||f5b6d53896dfb707,8b3acdfd3a10bde9,f5b6d53896dfb707,KB-C_EXTREME_VOLUME,25.0,,cohort_trip_threshold,49.39,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
61ed7b3348db32e2||7d959c630346afdc,61ed7b3348db32e2,7d959c630346afdc,KB-C_EXTREME_VOLUME,15.0,,cohort_trip_threshold,69.47,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
a55a58cd57481ec4||d2a0fa7b30a14a94,a55a58cd57481ec4,d2a0fa7b30a14a94,KB-C_EXTREME_VOLUME,28.0,,cohort_trip_threshold,49.08,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
23de61111fc9ec37||9963d4a1b813402b,23de61111fc9ec37,9963d4a1b813402b,KB-C_EXTREME_VOLUME,13.0,,cohort_trip_threshold,41.25,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
3569be3b45eb45c4||0c5eea179cc51214,3569be3b45eb45c4,0c5eea179cc51214,KB-C_EXTREME_VOLUME,13.0,,cohort_trip_threshold,39.26,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
8c892532d38ba577||39c991ff5639a3e9,8c892532d38ba577,39c991ff5639a3e9,KB-C_EXTREME_VOLUME,8.0,,cohort_trip_threshold,45.38,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
dd82576cf338efe5||6f049f2ce975848f,dd82576cf338efe5,6f049f2ce975848f,KB-C_EXTREME_VOLUME,20.0,,cohort_trip_threshold,53.06,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
e0b74e9fda5b1515||965fd6007ee10078,e0b74e9fda5b1515,965fd6007ee10078,KB-C_EXTREME_VOLUME,27.0,,cohort_trip_threshold,64.31,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
cd68f266461f708d||c2ba05545db896d5,cd68f266461f708d,c2ba05545db896d5,KB-C_EXTREME_VOLUME,43.0,,cohort_trip_threshold,39.12,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
6ac85211ad5c5789||c8185a3bf4012dae,6ac85211ad5c5789,c8185a3bf4012dae,KB-C_EXTREME_VOLUME,13.0,,cohort_trip_threshold,44.38,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
f83ba675966bd902||306881e0eba7a079,f83ba675966bd902,306881e0eba7a079,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,25.0,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
1022107caf8a8fbc||03bd319415f1ce3f,1022107caf8a8fbc,03bd319415f1ce3f,KB-C_EXTREME_VOLUME,18.0,,cohort_trip_threshold,52.46,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
3fad1a6dd7d74a77||500df3df6262a327,3fad1a6dd7d74a77,500df3df6262a327,KB-C_EXTREME_VOLUME,16.0,,cohort_trip_threshold,48.56,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
5c49e7b84cee0187||06e31382add6bd8f,5c49e7b84cee0187,06e31382add6bd8f,KB-C_EXTREME_VOLUME,20.0,,cohort_trip_threshold,42.32,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
ec458cf469d5b281||4c8e3987921bdc56,ec458cf469d5b281,4c8e3987921bdc56,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,32.62,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
209a248b8e631d18||120cbedecbc6b70f,209a248b8e631d18,120cbedecbc6b70f,KB-C_EXTREME_VOLUME,16.0,,cohort_trip_threshold,36.69,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
9768fb2778c8542f||5b61f64db8e8a2b3,9768fb2778c8542f,5b61f64db8e8a2b3,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,29.45,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
e68a66b698e67521||7aacb72a0f84cc21,e68a66b698e67521,7aacb72a0f84cc21,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,28.71,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
9021a24fdf156353||ce2a687d7f1b8677,9021a24fdf156353,ce2a687d7f1b8677,KB-C_EXTREME_VOLUME,22.0,,cohort_trip_threshold,48.77,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
98032a135fe2c389||8cd86353603bf27b,98032a135fe2c389,8cd86353603bf27b,KB-C_EXTREME_VOLUME,24.0,,cohort_trip_threshold,46.11,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
fcf4d80d41cffe7d||5249641d0fff7fb8,fcf4d80d41cffe7d,5249641d0fff7fb8,KB-C_EXTREME_VOLUME,21.0,,cohort_trip_threshold,43.1,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
f90be4483497c7cc||31efde3e7c7dfeed,f90be4483497c7cc,31efde3e7c7dfeed,KB-C_EXTREME_VOLUME,21.0,,cohort_trip_threshold,44.58,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
d0065ae61f54fef9||7e9c63dd2bff2da9,d0065ae61f54fef9,7e9c63dd2bff2da9,KB-C_EXTREME_VOLUME,9.0,,cohort_trip_threshold,53.47,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
99cb7cb6b4101950||5db69378b6704acf,99cb7cb6b4101950,5db69378b6704acf,KB-C_EXTREME_VOLUME,20.0,,cohort_trip_threshold,48.88,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
8bf250d1d2c80b96||f8dfbcfc81b1a598,8bf250d1d2c80b96,f8dfbcfc81b1a598,KB-C_EXTREME_VOLUME,13.0,,cohort_trip_threshold,49.78,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
1828570effc4cc32||aa24dc2e6c02b356,1828570effc4cc32,aa24dc2e6c02b356,KB-C_EXTREME_VOLUME,32.0,,cohort_trip_threshold,48.55,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
6486b27f4c823a0e||816b8ff669fb288c,6486b27f4c823a0e,816b8ff669fb288c,KB-C_EXTREME_VOLUME,17.0,,cohort_trip_threshold,46.14,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
71bd2702b4dec081||a86bef374bc7b8e6,71bd2702b4dec081,a86bef374bc7b8e6,KB-C_EXTREME_VOLUME,26.0,,cohort_trip_threshold,47.88,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
d9920060ab3c4718||63d60e8c5a07a6a8,d9920060ab3c4718,63d60e8c5a07a6a8,KB-C_EXTREME_VOLUME,22.0,,cohort_trip_threshold,47.66,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
7dac2d72b42ab59a||b44f5a919f461caf,7dac2d72b42ab59a,b44f5a919f461caf,KB-C_EXTREME_VOLUME,28.0,,cohort_trip_threshold,48.4,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
bb45a0b1195f681e||6d903b24d807a210,bb45a0b1195f681e,6d903b24d807a210,KB-C_EXTREME_VOLUME,14.0,,cohort_trip_threshold,44.43,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
570aca56fdc94b66||09376c3601104bef,570aca56fdc94b66,09376c3601104bef,KB-C_EXTREME_VOLUME,15.0,,cohort_trip_threshold,38.54,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
ea117acc7e4fd0a2||c7b75b103ef51feb,ea117acc7e4fd0a2,c7b75b103ef51feb,KB-C_EXTREME_VOLUME,11.0,,cohort_trip_threshold,41.88,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
bf9db9dce49fa7ae||0f7c4f452502f87e,bf9db9dce49fa7ae,0f7c4f452502f87e,KB-C_EXTREME_VOLUME,19.0,,cohort_trip_threshold,47.66,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
d4b9bbbb333d2aa0||379ada8b1a698b1b,d4b9bbbb333d2aa0,379ada8b1a698b1b,KB-C_EXTREME_VOLUME,24.0,,cohort_trip_threshold,43.54,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
fd4f4b8319ed7cc0||6dd6d8e48a498dc5,fd4f4b8319ed7cc0,6dd6d8e48a498dc5,KB-C_EXTREME_VOLUME,26.0,,cohort_trip_threshold,47.92,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
1cbc3891261661a5||0fbc0517d7ccb875,1cbc3891261661a5,0fbc0517d7ccb875,KB-C_EXTREME_VOLUME,17.0,,cohort_trip_threshold,46.6,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
d216dadeed5008e9||0c758bc5a8abd8bf,d216dadeed5008e9,0c758bc5a8abd8bf,KB-C_EXTREME_VOLUME,18.0,,cohort_trip_threshold,46.64,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
cba869da2d35053f||29470a1721cd81cf,cba869da2d35053f,29470a1721cd81cf,KB-C_EXTREME_VOLUME,55.0,,cohort_trip_threshold,34.78,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
535e8e65aaa3f72e||46c5383aa4869178,535e8e65aaa3f72e,46c5383aa4869178,KB-C_EXTREME_VOLUME,16.0,,cohort_trip_threshold,47.08,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
8cf948ac814dc7c6||629548ede80e678c,8cf948ac814dc7c6,629548ede80e678c,KB-C_EXTREME_VOLUME,27.0,,cohort_trip_threshold,47.95,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
40bd779ea7f0f445||eb1e1e75cf4bed3a,40bd779ea7f0f445,eb1e1e75cf4bed3a,KB-C_EXTREME_VOLUME,19.0,,cohort_trip_threshold,48.68,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
a2ff982d593ef5d9||13114fb87acddf53,a2ff982d593ef5d9,13114fb87acddf53,KB-C_EXTREME_VOLUME,18.0,,cohort_trip_threshold,45.85,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
aca40c1e080488b8||49c43c61b5af61c2,aca40c1e080488b8,49c43c61b5af61c2,KB-C_EXTREME_VOLUME,19.0,,cohort_trip_threshold,40.7,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
8e993736d7a0bdcf||faf5a2b1b293e046,8e993736d7a0bdcf,faf5a2b1b293e046,KB-C_EXTREME_VOLUME,8.0,,cohort_trip_threshold,45.12,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
a7647b9a93aa0d10||215ff117173a3f78,a7647b9a93aa0d10,215ff117173a3f78,KB-C_EXTREME_VOLUME,8.0,,cohort_trip_threshold,45.6,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
abca6b2b4cd2fba6||844120cb4d4f9013,abca6b2b4cd2fba6,844120cb4d4f9013,KB-C_EXTREME_VOLUME,21.0,,cohort_trip_threshold,45.36,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
1e82fff829bdf6bf||8b36a8aedcacea67,1e82fff829bdf6bf,8b36a8aedcacea67,KB-C_EXTREME_VOLUME,10.0,,cohort_trip_threshold,50.46,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
49e7c2d47f318a0f||11471c4b47abcba9,49e7c2d47f318a0f,11471c4b47abcba9,KB-C_EXTREME_VOLUME,22.0,,cohort_trip_threshold,48.0,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
a6362216194c7591||4f7f4c1947224b7e,a6362216194c7591,4f7f4c1947224b7e,KB-C_EXTREME_VOLUME,19.0,,cohort_trip_threshold,45.38,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
eca2d01daf17a7ed||05cd5463ca69947a,eca2d01daf17a7ed,05cd5463ca69947a,KB-C_EXTREME_VOLUME,12.0,,cohort_trip_threshold,39.08,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
03855cc547717636||2c21e10c69a7a8e7,03855cc547717636,2c21e10c69a7a8e7,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,33.75,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
0b8536e56a795280||32da1ac7adb68345,0b8536e56a795280,32da1ac7adb68345,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,35.12,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
160f365435d453d8||b0568a5c2a9b88e1,160f365435d453d8,b0568a5c2a9b88e1,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,26.62,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
190d7630a9d67b05||a6f882d7c9789eab,190d7630a9d67b05,a6f882d7c9789eab,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,23.13,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
19cedb8995309f21||3d810d82e94fbbd4,19cedb8995309f21,3d810d82e94fbbd4,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,41.32,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
35797abfa5da6869||d35a47f2c5dfa241,35797abfa5da6869,d35a47f2c5dfa241,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,30.09,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
501e267a95d2ee12||6dc90e9ef451197c,501e267a95d2ee12,6dc90e9ef451197c,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,27.05,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
5fde8b66f8eec63d||46f5e14171942e59,5fde8b66f8eec63d,46f5e14171942e59,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,29.81,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
6236f92ddf1860e5||6aae3cce37b07c73,6236f92ddf1860e5,6aae3cce37b07c73,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,41.86,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
6652b5ebf6b278ef||c5fd44832b5effeb,6652b5ebf6b278ef,c5fd44832b5effeb,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,41.68,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
74a71f1a9c838913||6ccf157cb47ec335,74a71f1a9c838913,6ccf157cb47ec335,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,26.27,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
7b7ce8fdf8bc2d80||f53529255b8bebab,7b7ce8fdf8bc2d80,f53529255b8bebab,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,30.15,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
976c25e26df92ca2||b055eae4f820427e,976c25e26df92ca2,b055eae4f820427e,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,24.43,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
bf9b85498bea833c||9015ad94f91128ff,bf9b85498bea833c,9015ad94f91128ff,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,34.29,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
e1348b2c0ea7753c||8a89a45bf8d8c8ed,e1348b2c0ea7753c,8a89a45bf8d8c8ed,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,31.36,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
1690b4ce10059cd2||ba82873dcaccf020,1690b4ce10059cd2,ba82873dcaccf020,KB-C_EXTREME_VOLUME,20.0,,cohort_trip_threshold,50.98,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
1a04e8263cd220ed||e8ecf87434f4bac5,1a04e8263cd220ed,e8ecf87434f4bac5,KB-C_EXTREME_VOLUME,25.0,,cohort_trip_threshold,41.05,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
28084583c725a733||bab3ca8d5105509e,28084583c725a733,bab3ca8d5105509e,KB-C_EXTREME_VOLUME,11.0,,cohort_trip_threshold,33.37,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
4388bf88f619a8f2||51cba4837e3aa8e3,4388bf88f619a8f2,51cba4837e3aa8e3,KB-C_EXTREME_VOLUME,33.0,,cohort_trip_threshold,43.43,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
62af3e1f62497a6a||d0d6e1dad4e03344,62af3e1f62497a6a,d0d6e1dad4e03344,KB-C_EXTREME_VOLUME,17.0,,cohort_trip_threshold,47.85,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
72d97aafe9200fa7||19d8ccb251d42091,72d97aafe9200fa7,19d8ccb251d42091,KB-C_EXTREME_VOLUME,25.0,,cohort_trip_threshold,47.98,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
1f3707b089d5420a||10012ca858f62242,1f3707b089d5420a,10012ca858f62242,KB-C_EXTREME_VOLUME,18.0,,cohort_trip_threshold,42.37,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
66c5b71be0e63cc7||8563a5c3fc3b5716,66c5b71be0e63cc7,8563a5c3fc3b5716,KB-C_EXTREME_VOLUME,23.0,,cohort_trip_threshold,42.18,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
36b216544e16f015||caea6450612b15d7,36b216544e16f015,caea6450612b15d7,KB-C_EXTREME_VOLUME,27.0,,cohort_trip_threshold,38.54,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
f6d353fbca15af36||776e9ed5a51fe9d0,f6d353fbca15af36,776e9ed5a51fe9d0,KB-C_EXTREME_VOLUME,13.0,,cohort_trip_threshold,38.29,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
